System,Site,Process,Condition,ICM V4.0,ICM V3.1 Surgical,ICM V3.1 Non-surgical,Unique code,APII code
Respiratory,Lungs,"inflammation (or oedema, fibrosis or inhalation)",Inhalation pneumonitis (smoke or gases),1.4.28.6,1.1.4.28.6,2.1.4.28.6,RE59,R36
Respiratory,Lungs,"inflammation (or oedema, fibrosis or inhalation)",Drowning (fresh or salt water),1.4.28.7,1.1.4.28.7,2.1.4.28.7,RE31,R36
Respiratory,Lungs,"inflammation (or oedema, fibrosis or inhalation)",Cardiogenic pulmonary oedema,1.4.28.8,1.1.4.28.8,2.1.4.28.8,RE19,C15
Respiratory,Lungs,"inflammation (or oedema, fibrosis or inhalation)",Non-cardiogenic pulmonary oedema (ARDS),1.4.28.9,1.1.4.28.9,2.1.4.28.9,RE78,R15
Respiratory,Lungs,Transplant (or related),Lung allograft,1.4.37.1,1.1.4.37.1,2.1.4.37.1,RE69,R33
Respiratory,Lungs,Transplant (or related),Lung allograft rejection,1.4.37.2,1.1.4.37.2,2.1.4.37.2,RE102,R33
Respiratory,Lungs,Tumour or malignancy,Primary lung tumour,1.4.39.1,1.1.4.39.1,2.1.4.39.1,RE99,R02
Respiratory,Lungs,Tumour or malignancy,Secondary lung tumour,1.4.39.2,1.1.4.39.2,2.1.4.39.2,RE105,R02
Respiratory,Lungs,Trauma,Pulmonary contusion,1.4.56.1,1.1.4.56.1,2.1.4.56.1,RE100,R03
Respiratory,Lungs,Collapse,Lung collapse or atelectasis,1.4.6.1,1.1.4.6.1,2.1.4.6.1,RE67,R34
Respiratory,Lungs,Collapse,Non-traumatic haemothorax,1.4.6.2,1.1.4.6.2,2.1.4.6.2,RE79,R23
Respiratory,Lungs,Collapse,Traumatic haemothorax or haemopneumothorax,1.4.6.3,1.1.4.6.3,2.1.4.6.3,RE56,R03
Respiratory,Lungs,Collapse,Lung collapse due to pneumothorax,1.4.6.4,1.1.4.6.4,2.1.4.6.4,RE115,R26
Respiratory,Lungs,Collapse,Lung collapse secondary to broncho-pleural fistula,1.4.6.5,1.1.4.6.5,2.1.4.6.5,RE26,R26
Respiratory,Lungs,Congenital or acquired deformity or abnormality,Lung cyst,1.4.8.1,1.1.4.8.1,2.1.4.8.1,RE68,R14
Respiratory,Lungs,Congenital or acquired deformity or abnormality,Cystic fibrosis,1.4.8.2,1.1.4.8.2,2.1.4.8.2,RE28,R14
Respiratory,Lungs,Congenital or acquired deformity or abnormality,Emphysema,1.4.8.3,1.1.4.8.3,2.1.4.8.3,RE35,R35
Respiratory,Lungs,Congenital or acquired deformity or abnormality,Bulla formation,1.4.8.4,1.1.4.8.4,2.1.4.8.4,RE135,R35
Respiratory,Pleura or mediastinum,Haemorrhage,Non-traumatic haemothorax,1.5.15.1,1.1.5.15.1,2.1.5.15.1,RE79,R23
Respiratory,Pleura or mediastinum,Haemorrhage,Traumatic haemothorax or haemopneumothorax,1.5.15.2,1.1.5.15.2,2.1.5.15.2,RE56,R03
Respiratory,Pleura or mediastinum,Infection,Pleurisy,1.5.27.1,1.1.5.27.1,2.1.5.27.1,RE93,R01
Respiratory,Pleura or mediastinum,Infection,Empyema or infected effusion,1.5.27.2,1.1.5.27.2,2.1.5.27.2,RE36,R01
Respiratory,Pleura or mediastinum,Infection,Mediastinitis,1.5.27.3,1.1.5.27.3,2.1.5.27.3,CA81,C01
Respiratory,Pleura or mediastinum,Infection,Tuberculosis,1.5.27.4,1.1.5.27.4,2.1.5.27.4,RE110,R01
Respiratory,Pleura or mediastinum,Infection,Sternotomy related infection,1.5.27.5,1.1.5.27.5,2.1.5.27.5,CA155,C01
Respiratory,Pleura or mediastinum,Tumour or malignancy,Mesothelioma,1.5.39.1,1.1.5.39.1,2.1.5.39.1,RE74,R02
Respiratory,Pleura or mediastinum,Tumour or malignancy,Mediastinal tumour,1.5.39.2,1.1.5.39.2,2.1.5.39.2,RE73,R02
Respiratory,Pleura or mediastinum,Trauma (or traumatic fistula),Traumatic haemothorax or haemopneumothorax,1.5.56.1,1.1.5.56.1,2.1.5.56.1,RE56,R03
Respiratory,Pleura or mediastinum,Trauma (or traumatic fistula),Traumatic pneumothorax,1.5.56.2,1.1.5.56.2,2.1.5.56.2,RE95,R03
Respiratory,Pleura or mediastinum,Trauma (or traumatic fistula),Traumatic broncho-pleural fistula,1.5.56.3,1.1.5.56.3,2.1.5.56.3,RE37,R03
Respiratory,Pleura or mediastinum,Trauma (or traumatic fistula),Chylothorax,1.5.56.4,1.1.5.56.4,2.1.5.56.4,RE22,C03
Respiratory,Pleura or mediastinum,Non-traumatic fistula,Non-traumatic broncho-pleural fistula,1.5.57.1,1.1.5.57.1,2.1.5.57.1,RE145,R26
Respiratory,Pleura or mediastinum,Congenital or acquired deformity or abnormality,Pleural thickening or calcification,1.5.8.1,1.1.5.8.1,2.1.5.8.1,RE92,R14
Respiratory,Pleura or mediastinum,Congenital or acquired deformity or abnormality,Hiatus hernia,1.5.8.2,1.1.5.8.2,2.1.5.8.2,GA44,G14
Respiratory,Pleura or mediastinum,Congenital or acquired deformity or abnormality,Diaphragmatic hernia,1.5.8.3,1.1.5.8.3,2.1.5.8.3,RE30,G14
Respiratory,Pleura or mediastinum,Congenital or acquired deformity or abnormality,Pleural effusion,1.5.8.4,1.1.5.8.4,2.1.5.8.4,RE91,R14
Respiratory,Pleura or mediastinum,Congenital or acquired deformity or abnormality,Spontaneous pneumothorax,1.5.8.5,1.1.5.8.5,2.1.5.8.5,RE136,R26
Respiratory,Spinal cord lesions causing resp failure,Epidural or spinal drug administration,Epidural injection or infusion,1.6.12.1,1.1.6.12.1,2.1.6.12.1,NE12,N08
Respiratory,Spinal cord lesions causing resp failure,Epidural or spinal drug administration,Spinal injection or infusion,1.6.12.2,1.1.6.12.2,2.1.6.12.2,RE107,N08
Respiratory,Spinal cord lesions causing resp failure,Infection,Epidural or subdural abscess,1.6.27.1,1.1.6.27.1,2.1.6.27.1,NE48,N01
Respiratory,Spinal cord lesions causing resp failure,Infection,Poliomyelitis,1.6.27.2,1.1.6.27.2,2.1.6.27.2,RE96,N01
Respiratory,Spinal cord lesions causing resp failure,Infection,Tetanus,1.6.27.3,1.1.6.27.3,2.1.6.27.3,NE36,N01
Respiratory,Spinal cord lesions causing resp failure,Trauma,Cervical cord injury,1.6.56.1,1.1.6.56.1,2.1.6.56.1,NE9,N03
Respiratory,Spinal cord lesions causing resp failure,Trauma,Chronic spinal cord injury,1.6.56.2,1.1.6.56.2,2.1.6.56.2,NE42,N03
Respiratory,Spinal cord lesions causing resp failure,Degeneration,Motor neurone disease,1.6.9.1,1.1.6.9.1,2.1.6.9.1,NE24,N08
Respiratory,Spinal cord lesions causing resp failure,Degeneration,Chronic spinal cord injury,1.6.9.2,1.1.6.9.2,2.1.6.9.2,NE42,N03
Respiratory,PNS disorders causing resp failure,Infection,Infective polyneuropathy,1.7.27.1,1.1.7.27.1,2.1.7.27.1,NE18,N01
Respiratory,PNS disorders causing resp failure,Infection,Tetanus,1.7.27.2,1.1.7.27.2,2.1.7.27.2,NE36,N01
Respiratory,PNS disorders causing resp failure,Infection,Botulism,1.7.27.3,1.1.7.27.3,2.1.7.27.3,NE64,N01
Respiratory,PNS disorders causing resp failure,Inflammation,Guillain-Barr� syndrome,1.7.28.1,1.1.7.28.1,2.1.7.28.1,RE52,N08
Respiratory,PNS disorders causing resp failure,Inflammation,Toxic polyneuropathy,1.7.28.2,1.1.7.28.2,2.1.7.28.2,NE60,N08
Respiratory,PNS disorders causing resp failure,Inflammation,Critical illness polyneuropathy,1.7.28.3,1.1.7.28.3,2.1.7.28.3,NE80,N08
Respiratory,PNS disorders causing resp failure,Congenital or acquired deformity or abnormality,Pseudocholinesterase deficiency,1.7.8.1,1.1.7.8.1,2.1.7.8.1,NE31,N08
Respiratory,PNS disorders causing resp failure,Congenital or acquired deformity or abnormality,Failure of reversal of non-depolarising neuromuscular blockers,1.7.8.2,1.1.7.8.2,2.1.7.8.2,NE17,N08
Respiratory,NMJ disorders disorders causing resp failure,Inflammation,Myasthenia gravis,1.8.28.1,1.1.8.28.1,2.1.8.28.1,NE27,N08
Respiratory,NMJ disorders disorders causing resp failure,Congenital or acquired deformity or abnormality,Pseudocholinesterase deficiency,1.8.8.1,1.1.8.8.1,2.1.8.8.1,NE31,N08
Respiratory,NMJ disorders disorders causing resp failure,Congenital or acquired deformity or abnormality,Failure of reversal of non-depolarising neuromuscular blockers,1.8.8.2,1.1.8.8.2,2.1.8.8.2,NE17,N08
Respiratory,Chest wall or diaphragm disorders causing resp failure,Infection,Sternotomy related infection,1.9.27.1,1.1.9.27.1,2.1.9.27.1,CA155,C01
Respiratory,Chest wall or diaphragm disorders causing resp failure,Trauma (or traumatic rupture),Flail chest,1.9.56.1,1.1.9.56.1,2.1.9.56.1,RE13,R03
Respiratory,Chest wall or diaphragm disorders causing resp failure,Trauma (or traumatic rupture),Flail sternum,1.9.56.2,1.1.9.56.2,2.1.9.56.2,RE23,R03
Respiratory,Chest wall or diaphragm disorders causing resp failure,Trauma (or traumatic rupture),Multiple rib fractures,1.9.56.3,1.1.9.56.3,2.1.9.56.3,RE49,R03
Respiratory,Chest wall or diaphragm disorders causing resp failure,Trauma (or traumatic rupture),Penetrating injury to chest wall,1.9.56.4,1.1.9.56.4,2.1.9.56.4,RE89,R03
Respiratory,Chest wall or diaphragm disorders causing resp failure,Trauma (or traumatic rupture),Ruptured diaphragm,1.9.56.5,1.1.9.56.5,2.1.9.56.5,RE33,R03
Respiratory,Chest wall or diaphragm disorders causing resp failure,Congenital or acquired deformity or abnormality,Thoracoplasty,1.9.8.1,1.1.9.8.1,2.1.9.8.1,RE111,R14
Respiratory,Chest wall or diaphragm disorders causing resp failure,Congenital or acquired deformity or abnormality,Kyphoscoliosis,1.9.8.2,1.1.9.8.2,2.1.9.8.2,MU6,N14
Respiratory,Chest wall or diaphragm disorders causing resp failure,Congenital or acquired deformity or abnormality,Congenital chest wall deformity,1.9.8.3,1.1.9.8.3,2.1.9.8.3,RE24,R14
Respiratory,Chest wall or diaphragm disorders causing resp failure,Congenital or acquired deformity or abnormality,Congenital muscular dystrophy,1.9.8.4,1.1.9.8.4,2.1.9.8.4,MU28,R08
Respiratory,Chest wall or diaphragm disorders causing resp failure,Congenital or acquired deformity or abnormality,Diaphragmatic hernia,1.9.8.5,1.1.9.8.5,2.1.9.8.5,RE30,G14
Respiratory,Chest wall or diaphragm disorders causing resp failure,Congenital or acquired deformity or abnormality,Ankylosing spondylitis,1.9.8.6,1.1.9.8.6,2.1.9.8.6,RE6,M35
Musculoskeletal,Vertebral column,Haemorrhage,Haemorrhage from or haematoma of vertebral column,10.1.15.1,1.10.1.15.1,2.10.1.15.1,MU4,N23
Musculoskeletal,Vertebral column,Infection,Discitis,10.1.27.1,1.10.1.27.1,2.10.1.27.1,MU3,N01
Musculoskeletal,Vertebral column,Infection,Osteomyelitis or vertebral abscess,10.1.27.2,1.10.1.27.2,2.10.1.27.2,MU12,N01
Musculoskeletal,Vertebral column,Tumour or malignancy,Primary vertebral column tumour,10.1.39.1,1.10.1.39.1,2.10.1.39.1,MU16,N02
Musculoskeletal,Vertebral column,Tumour or malignancy,Secondary vertebral column tumour,10.1.39.2,1.10.1.39.2,2.10.1.39.2,MU21,N02
Musculoskeletal,Vertebral column,Trauma (or traumatic perforation or rupture),Cervical spine fracture or ligamentous injury,10.1.56.1,1.10.1.56.1,2.10.1.56.1,MU26,N03
Musculoskeletal,Vertebral column,Trauma (or traumatic perforation or rupture),Thoracic spine fracture or ligamentous injury,10.1.56.2,1.10.1.56.2,2.10.1.56.2,MU33,N03
Musculoskeletal,Vertebral column,Trauma (or traumatic perforation or rupture),Lumbar spine fracture or ligamentous injury,10.1.56.3,1.10.1.56.3,2.10.1.56.3,MU31,N03
Musculoskeletal,Vertebral column,Congenital or acquired deformity or abnormality,Kyphoscoliosis,10.1.8.2,1.10.1.8.2,2.10.1.8.2,MU6,N14
Musculoskeletal,Vertebral column,Congenital or acquired deformity or abnormality,Spinal ankylosis,10.1.8.3,1.10.1.8.3,2.10.1.8.3,MU23,N14
Musculoskeletal,Vertebral column,Congenital or acquired deformity or abnormality,Spina bifida or meningomyelocele,10.1.8.4,1.10.1.8.4,2.10.1.8.4,NE33,N14
Musculoskeletal,Vertebral column,Congenital or acquired deformity or abnormality,Disc herniation,10.1.8.5,1.10.1.8.5,2.10.1.8.5,MU43,M14
Musculoskeletal,Vertebral column,Congenital or acquired deformity or abnormality,Rheumatoid arthritis,10.1.8.6,1.10.1.8.6,2.10.1.8.6,MU19,M35
Musculoskeletal,Vertebral column,Congenital or acquired deformity or abnormality,Osteoarthritis,10.1.8.7,1.10.1.8.7,2.10.1.8.7,MU45,M35
Musculoskeletal,"Pelvis, long bones or joints",Haemorrhage,"Haemorrhage from or haematoma of pelvis, long bones or joints",10.2.15.1,1.10.2.15.1,2.10.2.15.1,MU37,C23
Musculoskeletal,"Pelvis, long bones or joints",Infection,Osteomyelitis,10.2.27.1,1.10.2.27.1,2.10.2.27.1,MU11,N01
Musculoskeletal,"Pelvis, long bones or joints",Infection,Infective arthritis,10.2.27.2,1.10.2.27.2,2.10.2.27.2,MU5,M01
Musculoskeletal,"Pelvis, long bones or joints",Infection,Pelvic infection or abscess,10.2.27.3,1.10.2.27.3,2.10.2.27.3,GE36,K01
Musculoskeletal,"Pelvis, long bones or joints",Infection,Infected joint prosthesis,10.2.27.4,1.10.2.27.4,2.10.2.27.4,MU41,M01
Musculoskeletal,"Pelvis, long bones or joints",Tumour or malignancy,Primary bone tumour,10.2.39.1,1.10.2.39.1,2.10.2.39.1,MU17,M02
Musculoskeletal,"Pelvis, long bones or joints",Tumour or malignancy,Secondary bone tumour,10.2.39.2,1.10.2.39.2,2.10.2.39.2,MU22,M02
Musculoskeletal,"Pelvis, long bones or joints",Trauma,Pelvic fracture,10.2.56.1,1.10.2.56.1,2.10.2.56.1,MU39,C03
Musculoskeletal,"Pelvis, long bones or joints",Trauma,Single long bone fracture,10.2.56.2,1.10.2.56.2,2.10.2.56.2,MU32,C03
Musculoskeletal,"Pelvis, long bones or joints",Trauma,Multiple long bone fractures,10.2.56.3,1.10.2.56.3,2.10.2.56.3,MU7,C03
Musculoskeletal,"Pelvis, long bones or joints",Trauma,"Non-accidental injury to pelvis, long bones or joints",10.2.56.4,1.10.2.56.4,2.10.2.56.4,MU10,C03
Musculoskeletal,"Pelvis, long bones or joints",Congenital or acquired deformity or abnormality,Arthrogryposis multiplex congenita,10.2.8.2,1.10.2.8.2,2.10.2.8.2,MU40,M14
Musculoskeletal,"Pelvis, long bones or joints",Congenital or acquired deformity or abnormality,Osteogenesis imperfecta,10.2.8.3,1.10.2.8.3,2.10.2.8.3,MU42,M14
Musculoskeletal,"Pelvis, long bones or joints",Congenital or acquired deformity or abnormality,Paget's disease,10.2.8.4,1.10.2.8.4,2.10.2.8.4,MU44,M14
Musculoskeletal,"Pelvis, long bones or joints",Congenital or acquired deformity or abnormality,Rheumatoid arthritis,10.2.8.5,1.10.2.8.5,2.10.2.8.5,MU19,M35
Musculoskeletal,"Pelvis, long bones or joints",Congenital or acquired deformity or abnormality,Osteoarthritis,10.2.8.6,1.10.2.8.6,2.10.2.8.6,MU45,M35
Musculoskeletal,Muscles or connective tissue,Haemorrhage,Haemorrhage from or haematoma of muscle or connective tissue,10.3.15.1,1.10.3.15.1,2.10.3.15.1,MU38,C23
Musculoskeletal,Muscles or connective tissue,Haemorrhage,Trauma related compartment syndrome,10.3.15.3,1.10.3.15.3,2.10.3.15.3,MU46,C03
Musculoskeletal,Muscles or connective tissue,Haemorrhage,Non-trauma related compartment syndrome,10.3.15.4,1.10.3.15.4,2.10.3.15.4,MU47,C26
Musculoskeletal,Muscles or connective tissue,Infection,Myositis,10.3.27.1,1.10.3.27.1,2.10.3.27.1,MU8,M01
Musculoskeletal,Muscles or connective tissue,Infection,Necrotising fasciitis,10.3.27.2,1.10.3.27.2,2.10.3.27.2,DE7,G01
Musculoskeletal,Muscles or connective tissue,Infection,Infective arthritis,10.3.27.3,1.10.3.27.3,2.10.3.27.3,MU5,M01
Musculoskeletal,Muscles or connective tissue,Infection,Rhabdomyolysis,10.3.27.4,1.10.3.27.4,2.10.3.27.4,MU18,C01
Musculoskeletal,Muscles or connective tissue,Infection,Muscle or connective tissue abscess,10.3.27.5,1.10.3.27.5,2.10.3.27.5,MU1,M01
Musculoskeletal,Muscles or connective tissue,Infection,Fournier's gangrene of perineal tissues,10.3.27.6,1.10.3.27.6,2.10.3.27.6,GA32,K01
Musculoskeletal,Muscles or connective tissue,Inflammation,Polymyositis,10.3.28.1,1.10.3.28.1,2.10.3.28.1,MU14,M
Musculoskeletal,Muscles or connective tissue,Inflammation,Systemic lupus erythromatosis,10.3.28.2,1.10.3.28.2,2.10.3.28.2,MU24,M35
Musculoskeletal,Muscles or connective tissue,Inflammation,Rhabdomyolysis,10.3.28.3,1.10.3.28.3,2.10.3.28.3,MU18,C26
Musculoskeletal,Muscles or connective tissue,Inflammation,Myasthenia gravis,10.3.28.4,1.10.3.28.4,2.10.3.28.4,NE27,N08
Musculoskeletal,Muscles or connective tissue,Inflammation,Rheumatoid arthritis,10.3.28.5,1.10.3.28.5,2.10.3.28.5,MU19,M35
Musculoskeletal,Muscles or connective tissue,Inflammation,Systemic sclerosis,10.3.28.6,1.10.3.28.6,2.10.3.28.6,MU25,M35
Musculoskeletal,Muscles or connective tissue,Inflammation,Vasculitis not defined,10.3.28.7,1.10.3.28.7,2.10.3.28.7,MU13,C12
Musculoskeletal,Muscles or connective tissue,Tumour or malignancy,Primary muscle or connective tissue tumour,10.3.39.2,1.10.3.39.2,2.10.3.39.2,MU48,M02
Musculoskeletal,Muscles or connective tissue,Tumour or malignancy,Secondary muscle or connective tissue tumour,10.3.39.3,1.10.3.39.3,2.10.3.39.3,MU49,M02
Musculoskeletal,Muscles or connective tissue,Vascular,Rhabdomyolysis,10.3.41.1,1.10.3.41.1,2.10.3.41.1,MU18,C26
Musculoskeletal,Muscles or connective tissue,Vascular,Trauma related compartment syndrome,10.3.41.3,1.10.3.41.3,2.10.3.41.3,MU46,C03
Musculoskeletal,Muscles or connective tissue,Vascular,Non-trauma related compartment syndrome,10.3.41.4,1.10.3.41.4,2.10.3.41.4,MU47,C26
Musculoskeletal,Muscles or connective tissue,Trauma,Crush injury,10.3.56.1,1.10.3.56.1,2.10.3.56.1,MU29,C03
Musculoskeletal,Muscles or connective tissue,Trauma,Trauma related compartment syndrome,10.3.56.2,1.10.3.56.2,2.10.3.56.2,MU46,C03
Musculoskeletal,Muscles or connective tissue,Trauma,Non-accidental injury to muscles or connective tissue,10.3.56.3,1.10.3.56.3,2.10.3.56.3,MU9,C03
Musculoskeletal,Muscles or connective tissue,Trauma,Amputation of limb,10.3.56.4,1.10.3.56.4,2.10.3.56.4,MU35,C03
Musculoskeletal,Muscles or connective tissue,Non-traumatic,Non-trauma related compartment syndrome,10.3.57.1,1.10.3.57.1,2.10.3.57.1,MU47,C26
Musculoskeletal,Muscles or connective tissue,Congenital or acquired deformity or abnormality,Congenital muscular dystrophy,10.3.8.1,1.10.3.8.1,2.10.3.8.1,MU28,R08
Musculoskeletal,Muscles or connective tissue,Congenital or acquired deformity or abnormality,Pseudocholinesterase deficiency,10.3.8.2,1.10.3.8.2,2.10.3.8.2,NE31,N08
Musculoskeletal,Muscles or connective tissue,Congenital or acquired deformity or abnormality,Myasthenia gravis,10.3.8.3,1.10.3.8.3,2.10.3.8.3,NE27,N08
Musculoskeletal,Muscles or connective tissue,Degeneration,Degenerative myopathy,10.3.9.1,1.10.3.9.1,2.10.3.9.1,MU2,N35
Dermatological,Skin,Infection,Cutaneous cellulitis,11.1.27.1,1.11.1.27.1,2.11.1.27.1,DE2,M01
Dermatological,Skin,Infection,Toxic epidermal necrolysis,11.1.27.2,1.11.1.27.2,2.11.1.27.2,DE15,M01
Dermatological,Skin,Infection,Necrotising fasciitis,11.1.27.3,1.11.1.27.3,2.11.1.27.3,DE7,G01
Dermatological,Skin,Infection,Orbital cellulitis,11.1.27.4,1.11.1.27.4,2.11.1.27.4,DE9,N01
Dermatological,Skin,Infection,Fournier's gangrene of perineal tissues,11.1.27.5,1.11.1.27.5,2.11.1.27.5,GA32,K01
Dermatological,Skin,Infection,Leprosy,11.1.27.6,1.11.1.27.6,2.11.1.27.6,DE19,M01
Dermatological,Skin,Infection,"Pressure injury, ulcers or sores",11.1.27.7,1.11.1.27.7,2.11.1.27.7,DE20,M01
Dermatological,Skin,Inflammation (immune-mediated),Exfoliative dermatitis,11.1.28.1,1.11.1.28.1,2.11.1.28.1,DE5,M
Dermatological,Skin,Inflammation (immune-mediated),Pemphigus vulgaris,11.1.28.2,1.11.1.28.2,2.11.1.28.2,DE10,M
Dermatological,Skin,Inflammation (immune-mediated),Psoriasis or pustular psoriasis,11.1.28.3,1.11.1.28.3,2.11.1.28.3,DE11,M
Dermatological,Skin,Inflammation (immune-mediated),Toxic epidermal necrolysis,11.1.28.4,1.11.1.28.4,2.11.1.28.4,DE15,M
Dermatological,Skin,Inflammation (immune-mediated),Erythema multiforme,11.1.28.5,1.11.1.28.5,2.11.1.28.5,DE4,M
Dermatological,Skin,Inflammation (immune-mediated),Stevens-Johnson syndrome,11.1.28.6,1.11.1.28.6,2.11.1.28.6,DE14,M
Dermatological,Skin,Inflammation (immune-mediated),Scleroderma,11.1.28.7,1.11.1.28.7,2.11.1.28.7,DE12,M
Dermatological,Skin,Tumour or malignancy,Cutaneous melanoma,11.1.39.1,1.11.1.39.1,2.11.1.39.1,DE6,M02
Dermatological,Skin,Tumour or malignancy,Basal cell carcinoma of skin,11.1.39.2,1.11.1.39.2,2.11.1.39.2,DE1,M02
Dermatological,Skin,Tumour or malignancy,Carcinoma of breast,11.1.39.3,1.11.1.39.3,2.11.1.39.3,DE16,M02
Dermatological,Skin,Burns or hyperthermia,Dry heat burns,11.1.5.1,1.11.1.5.1,2.11.1.5.1,DE17,NCA
Dermatological,Skin,Burns or hyperthermia,Steam burns or scalds,11.1.5.2,1.11.1.5.2,2.11.1.5.2,DE13,NCA
Dermatological,Skin,Burns or hyperthermia,Electrical burns,11.1.5.3,1.11.1.5.3,2.11.1.5.3,DE3,NCA
Dermatological,Skin,Burns or hyperthermia,Chemical burns,11.1.5.4,1.11.1.5.4,2.11.1.5.4,DE18,NCA
Dermatological,Skin,Trauma,Degloving injury,11.1.56.1,1.11.1.56.1,2.11.1.56.1,MU30,C03
Dermatological,Skin,Trauma,Non-accidental injury to skin,11.1.56.2,1.11.1.56.2,2.11.1.56.2,DE8,C03
Psychiatric,Psychiatric,Alcohol or drug dependence,Alcohol dependence,12.1.48.1,1.12.1.48.1,2.12.1.48.1,PS1,M27
Psychiatric,Psychiatric,Alcohol or drug dependence,Drug dependence,12.1.48.2,1.12.1.48.2,2.12.1.48.2,PS4,NCA
Psychiatric,Psychiatric,Alcohol or drug dependence,Delerium tremens,12.1.48.3,1.12.1.48.3,2.12.1.48.3,EN17,M27
Psychiatric,Psychiatric,Affective disorder,Depression,12.1.49.1,1.12.1.49.1,2.12.1.49.1,PS3,NCA
Psychiatric,Psychiatric,Affective disorder,Mania or manic depression,12.1.49.2,1.12.1.49.2,2.12.1.49.2,PS5,NCA
Psychiatric,Psychiatric,Neurosis or personality disorder,Neurosis disorder,12.1.50.1,1.12.1.50.1,2.12.1.50.1,PS6,NCA
Psychiatric,Psychiatric,Neurosis or personality disorder,Personality disorder,12.1.50.2,1.12.1.50.2,2.12.1.50.2,PS7,NCA
Psychiatric,Psychiatric,Schizophrenia,Schizophrenia,12.1.51.1,1.12.1.51.1,2.12.1.51.1,PS8,NCA
